article_id,technique,start,end,text_spans
764664283,"Exaggeration,Minimisation",5611,5631,one massive question
764664283,"Exaggeration,Minimisation",5776,5806,so very many Muslims worldwide
764664283,Black-and-White_Fallacy,2529,2664,"To eradicate these, Muslims are required to wage war until there exists none of it in the world, and the only religion is that of Allah"
764664283,Black-and-White_Fallacy,5285,5372,To “emigrate in the cause of Allah” is to leave one’s home and join up with the Muslims
764664283,Repetition,5502,5537,“kill them wherever you find them.”
764664283,Doubt,5538,5571,"God’s inexhaustible mercy, indeed"
764664283,Doubt,6960,7008,"How would Garry Wills explain all that?
He can’t"
764664283,Doubt,1636,1722,Wills is no more trustworthy when he deals with the question of violence in the Qur’an
764664283,Doubt,2666,2747,"Wills doesn’t mention the existence of such interpretations, even to dismiss them"
764664283,Doubt,2749,2895,"Likewise, when he claims that the Qur’an has “not a thing” to say about Sharia, he appears unaware that the Qur’an is one of the sources of Sharia"
764664283,Doubt,3624,3714,Again and again it turns out that Wills has ignored key passages in order to make his case
764664283,Doubt,591,698,"That would be good to know, were Wills a reliable witness.
Unfortunately, he proves to be just the opposite"
764664283,Doubt,872,960,"Wills, not surprisingly, does not offer any quotation from me to back up his false claim"
764664283,Doubt,2150,2287,He ignores the fact that some Islamic authorities see this passage as calling for nothing less than unlimited warfare against non-Muslims
764664283,Doubt,4314,4389,Wills has omitted all mention of the primary Qur’anic passage on this topic
764664283,Doubt,7229,7292,"Wills’ naïve, inaccurate, misleadingly sunny view of the Qur’an"
764664283,Doubt,1481,1634,"Wills never mentions Qur’an 9:29, which commands Muslims to wage war against Jews and Christians and subjugate them as inferiors under the rule of Sharia"
764664283,Doubt,1928,1964,Wills doesn’t give any source for it
764664283,Doubt,5676,5823,"if the Islamic holy book is really as peaceful and benign as Garry Wills makes it out to be, why do so very many Muslims worldwide misunderstand it"
764664283,"Whataboutism,Straw_Men,Red_Herring",3535,3591,the Bible contains material that is just as bad or worse
764664283,"Bandwagon,Reductio_ad_hitlerum",5825,5894,"The Islamic State (ISIS), in its heyday, quoted the Qur’an frequently"
764715911,Loaded_Language,4380,4391,nonsensical
764715911,Repetition,4015,4028,anti-American
764715911,Black-and-White_Fallacy,2859,2916,"if we do that, we won't have to worry about mass shooters"
764715911,Flag-Waving,132,142,"""American"""
764715911,Black-and-White_Fallacy,254,348,they are about as anti-American as it comes in their new demands for gun confiscation measures
764715911,Doubt,937,1001,couldn't tell you any of these devices or items if they saw them
764715911,Black-and-White_Fallacy,1667,1713,This has nothing to do with medicine or health
764715911,Repetition,3722,3734,Non-American
764715911,Black-and-White_Fallacy,6379,6427,"a right, not a permission, to keep and bear arms"
764715911,Loaded_Language,6958,6981,carnage of gun violence
764715911,Loaded_Language,6832,6852,public health crisis
764715911,"Whataboutism,Straw_Men,Red_Herring",7265,7459,"people are dying by the hundreds of thousands at the hands of drugs approved by the FDA, but I don't hear you guys calling to shut down the unconstitutional FDA or put Big Pharma out of business"
764715911,Causal_Oversimplification,7652,7700,they don't want to bite the hand that feeds them
764715911,Flag-Waving,272,285,anti-American
764715911,"Name_Calling,Labeling",573,584,law-abiding
764715911,Loaded_Language,1728,1734,stupid
764715911,Flag-Waving,2558,2561,our
764715911,Repetition,5779,5788,Encourage
764715911,Flag-Waving,6646,6649,our
764715911,Doubt,7479,7513,Where is Berg's blog post on that?
764715911,Doubt,7514,7597,Where is the AMA statement against the pharmaceutical companies and big government?
765029945,Loaded_Language,1412,1423,thoughtless
765029945,Appeal_to_fear-prejudice,1618,1642,to end national security
765029945,"Bandwagon,Reductio_ad_hitlerum",334,400,Anything a Republican president does is exactly like the Holocaust
765029945,"Bandwagon,Reductio_ad_hitlerum",424,470,compared US immigration policy to Nazi Germany
765029945,Appeal_to_fear-prejudice,677,687,death-camp
765029945,Loaded_Language,746,765,particularly stupid
765029945,Black-and-White_Fallacy,251,329,only shameless Zionists would attempt to equate killing Jews with killing Jews
765029945,Appeal_to_fear-prejudice,1114,1129,killed them all
765029945,Appeal_to_fear-prejudice,1326,1339,extermination
765029945,Causal_Oversimplification,1502,1561,The attacks here are motivated by a desire for open borders
765029945,"Exaggeration,Minimisation",1643,1650,forever
765029945,Loaded_Language,1590,1603,human shields
765029945,"Name_Calling,Labeling",256,265,shameless
765029945,Repetition,873,877,Nazi
765029945,Repetition,951,955,Nazi
765029945,Repetition,1043,1047,Nazi
765029945,Repetition,1375,1379,Nazi
765197039,Loaded_Language,2154,2185,remarkable ignorance of history
765197039,Loaded_Language,4397,4404,useless
765197039,Loaded_Language,907,911,Sure
765197039,Loaded_Language,3370,3381,degradation
765197039,Loaded_Language,3835,3855,vilify and humiliate
765197039,Loaded_Language,3846,3855,humiliate
765197039,Loaded_Language,4223,4259,The non-Muslims are nothing but dirt
765197039,Loaded_Language,403,435,stance of denial and appeasement
765197039,Loaded_Language,3004,3031,to exterminate the infidels
765197039,Loaded_Language,3897,3904,exalted
765197039,"Name_Calling,Labeling",4290,4351,partisans of Satan; most treacherous in regard to all they do
765197039,"Name_Calling,Labeling",4750,4789,just another mainstream hack politician
765197039,"Name_Calling,Labeling",446,469,the global jihad threat
765197039,"Name_Calling,Labeling",1245,1252,jihadis
765197039,"Name_Calling,Labeling",1338,1352,the “moderates
765197039,"Name_Calling,Labeling",2270,2282,jihad terror
765197039,"Name_Calling,Labeling",3019,3031,the infidels
765197039,"Name_Calling,Labeling",3208,3230,the People of the Book
765197039,"Name_Calling,Labeling",3385,3397,the infidels
765197039,"Name_Calling,Labeling",3725,3740,a real believer
765197039,"Name_Calling,Labeling",3909,3929,the race of infidels
765197039,Appeal_to_fear-prejudice,568,904,"If dealing with Islamic fundamentalism becomes a battle between us and the entire religion, I’ll tell you the result: we’ll lose.
We will simply lose….We absolutely have to get that Muslim majority living in many of our towns and cities on our side, more attuned to Western values than some pretty hardline interpretations of the Qur’an"
765197039,Appeal_to_fear-prejudice,3007,3031,exterminate the infidels
765197039,Appeal_to_fear-prejudice,1961,2088,"But if we don’t speak about such facts, how will we ever convince Muslims not to follow “hardline interpretations of the Qur’an"
765197039,"Exaggeration,Minimisation",615,658,a battle between us and the entire religion
765197039,"Exaggeration,Minimisation",2609,2629,innumerable examples
765197039,"Exaggeration,Minimisation",2777,2796,the highest dignity
765197039,"Exaggeration,Minimisation",4243,4259,nothing but dirt
765197039,"Exaggeration,Minimisation",4310,4351,most treacherous in regard to all they do
765197039,"Exaggeration,Minimisation",235,256,everything they could
765197039,"Exaggeration,Minimisation",1004,1048,a “battle between us and the entire religion
765197039,"Exaggeration,Minimisation",1114,1143,with the entire Islamic world
765197039,"Exaggeration,Minimisation",2306,2342,a “battle” with the “entire religion
765197039,"Exaggeration,Minimisation",2444,2505,entire religion to be at war with the entire non-Muslim world
765197039,"Exaggeration,Minimisation",4353,4404,whose whole endeavor in this nether life is useless
765197039,"Exaggeration,Minimisation",4572,4603,at war with the entire religion
765197039,Repetition,1033,1048,entire religion
765197039,Repetition,2306,2343,a “battle” with the “entire religion”
765197039,Repetition,2444,2459,entire religion
765197039,Repetition,4588,4603,entire religion
765197039,Repetition,698,717,We will simply lose
765197039,Repetition,3921,3929,infidels
765197039,Doubt,187,289,but British establishment politicians have done everything they could to sabotage that vote since then
765197039,Doubt,1058,1143,No sane person is saying that the West should go to war with the entire Islamic world
765197039,Doubt,2091,2505,"Another problem with Farage’s statement is that it manifests a remarkable ignorance of history.
While he is deeply concerned that British people not begin to think that resisting jihad terror means that they are in a “battle” with the “entire religion” of Islam, he appears unaware of the fact that many Muslims throughout history have considered their entire religion to be at war with the entire non-Muslim world"
765197039,Doubt,4726,4789,Nigel Farage has become just another mainstream hack politician
765197039,Thought-terminating_Cliches,330,368,"if he can’t beat them, he’ll join them"
765197039,Appeal_to_Authority,2507,2591,I document this abundantly in my new book The History of Jihad From Muhammad to ISIS
765197039,Appeal_to_Authority,2631,2879,"Sharaf ad-Din Ali Yazdi, a fifteenth-century Persian who wrote a biography of the Mongol Muslim warrior Tamerlane, observed that “the Qur’an says the highest dignity man can attain is that of making war in person against the enemies of his religion"
765197039,Appeal_to_Authority,2881,2962,"Muhammad advises the same thing, according to the tradition of the Muslim doctors"
765197039,Appeal_to_Authority,3299,4011,"Fatimid caliph Al-Amir bi-Ahkamillah issued this edict:
Now, the prior degradation of the infidels in this world before the life to come—where it is their lot—is considered an act of piety; and the imposition of their poll tax [jizya], “until they pay the tribute out of hand and have been humbled” (Koran 9:29) is a divinely ordained obligation….The dhimmi’s payment of his dues by a bill drawn on a Muslim, or by delegating a real believer to pay it in his name will not be tolerated.
It must be exacted from him directly in order to vilify and humiliate him, so that Islam and its people may be exalted and the race of infidels brought low.
The jizya is to be imposed on all of them in full, without exception"
765197039,Appeal_to_Authority,4094,4541,"the Umayyad caliph Umar ibn Abd al-Aziz sent out a message to the governors of the various Islamic provinces:
O you who believe!
The non-Muslims are nothing but dirt.
Allah has created them to be partisans of Satan; most treacherous in regard to all they do; whose whole endeavor in this nether life is useless, though they themselves imagine that they are doing fine work.
Upon them rests the curse of Allah, of the Angels and of man collectively"
765197039,Causal_Oversimplification,3489,3644,"and the imposition of their poll tax [jizya], “until they pay the tribute out of hand and have been humbled” (Koran 9:29) is a divinely ordained obligation"
765197039,"Whataboutism,Straw_Men,Red_Herring",4605,4724,"But what, Mr. Farage, are we to think about the Muslims who consider themselves and their religion to be at war with us"
765385479,Appeal_to_fear-prejudice,16,85,"The persecution of Julian Assange must end.
Or it will end in tragedy"
765385479,Loaded_Language,522,537,gross injustice
765385479,Loaded_Language,982,1059,"a tsunami of lies and smear engulf him, endlessly, vindictively, perfidiously"
765385479,"Name_Calling,Labeling",2100,2117,Vichy journalists
765385479,Loaded_Language,2422,2440,obliterate totally
765385479,Loaded_Language,2690,2722,murdered publicly and gruesomely
765385479,Loaded_Language,3435,3495,to crush starving and stricken people in a genocidal assault
765385479,"Name_Calling,Labeling",3790,3820,a tool of Russian intelligence
765385479,"Name_Calling,Labeling",3827,3886,a nihilistic opportunist who does the bidding of a dictator
765385479,Loaded_Language,4225,4243,a vicious re-tweet
765385479,"Name_Calling,Labeling",4246,4270,Assange is Putin’s bitch
765385479,"Name_Calling,Labeling",5347,5383,a “damaged personality” and “callous
765385479,Loaded_Language,5932,5950,bogus and farcical
765385479,Loaded_Language,6924,6977,"Screw the terrorist.
He’ll be eating cat food forever"
765385479,"Name_Calling,Labeling",7005,7052,the suburban home of America’s war-making elite
765385479,Loaded_Language,9479,9499,outrageous behaviour
765385479,Loaded_Language,4441,4461,Like a spurned lover
765385479,Loaded_Language,6478,6496,a media witch-hunt
765385479,Loaded_Language,6559,6573,The witch-hunt
765385479,"Name_Calling,Labeling",6930,6943,the terrorist
765385479,"Exaggeration,Minimisation",8431,8458,Assange is in mortal danger
765385479,Appeal_to_fear-prejudice,206,375,"They can remain silent, for which history will be unforgiving.
Or they can act in the interests of justice and humanity and bring this remarkable Australian citizen home"
765385479,"Exaggeration,Minimisation",564,630,gross miscarriage of justice and the extreme danger that await him
765385479,"Name_Calling,Labeling",917,965,a person of extraordinary resilience and courage
765385479,"Exaggeration,Minimisation",982,1031,"a tsunami of lies and smear engulf him, endlessly"
765385479,Loaded_Language,1081,1086,smear
765385479,Loaded_Language,1630,1651,a unrelenting assault
765385479,"Exaggeration,Minimisation",1759,1848,they planned a war on a single human being and on the very principle of freedom of speech
765385479,Loaded_Language,1889,1903,personal smear
765385479,"Name_Calling,Labeling",1905,1923,Their shock troops
765385479,Loaded_Language,2321,2341,over whom she fawned
765385479,"Name_Calling,Labeling",2346,2374,the icon for your generation
765385479,"Name_Calling,Labeling",2497,2578,one of the instigators of the invasion and destruction of Libya as a modern state
765385479,Doubt,2611,2658,"Like the invasion of Iraq, it was based on lies"
765385479,Loaded_Language,2756,2777,whooping and cheering
765385479,"Name_Calling,Labeling",2815,2861,a breeding ground for ISIS and other jihadists
765385479,Doubt,2779,2972,"Thanks largely to her, Libya became a breeding ground for ISIS and other jihadists.
Thanks largely to her, tens of thousands of refugees fled in peril across the Mediterranean, and many drowned"
765385479,"Exaggeration,Minimisation",3279,3305,the biggest arms sale ever
765385479,"Name_Calling,Labeling",3522,3544,a highly paid reporter
765385479,Loaded_Language,3725,3748,Clinton defamed Assange
765385479,Flag-Waving,3750,3771,an Australian citizen
765385479,Doubt,3889,3968,She offered no evidence — nor was asked for any — to back her grave allegations
765385479,Loaded_Language,3951,3968,grave allegations
765385479,Loaded_Language,4028,4046,shocking interview
765385479,"Exaggeration,Minimisation",4272,4286,We all know it
765385479,"Name_Calling,Labeling",4322,4338,Vichy journalism
765385479,"Whataboutism,Straw_Men,Red_Herring",4354,4394,reputedly once a great liberal newspaper
765385479,Loaded_Language,4396,4416,conducted a vendetta
765385479,Loaded_Language,4486,4529,"personal, petty, inhuman and craven attacks"
765385479,"Whataboutism,Straw_Men,Red_Herring",4476,4585,"aimed its personal, petty, inhuman and craven attacks at a man whose work it once published and profited from"
765385479,"Exaggeration,Minimisation",4809,4869,one of the greatest journalistic scoops of the last 30 years
765385479,Loaded_Language,5144,5164,struggled to survive
765385479,"Exaggeration,Minimisation",5171,5201,not a penny going to WikiLeaks
765385479,Loaded_Language,5316,5335,gratuitously abused
765385479,Loaded_Language,5743,5762,gloated on his blog
765385479,Loaded_Language,6160,6180,trying to clamp down
765385479,Loaded_Language,6205,6225,audaciously revealed
765385479,Loaded_Language,6286,6335,"with their attendant rape, murder and destruction"
765385479,Causal_Oversimplification,6337,6442,The authorities care so little about violence against women that they manipulate rape allegations at will
765385479,"Exaggeration,Minimisation",6686,6700,extreme danger
765385479,"Name_Calling,Labeling",6818,6840,a “Manhunt target list
765385479,"Name_Calling,Labeling",6900,6922,a nice bride in prison
765385479,"Exaggeration,Minimisation",7352,7484,No investigative journalism in my lifetime can equal the importance of what WikiLeaks has done in calling rapacious power to account
765385479,Loaded_Language,7498,7590,a one-way moral screen has been pushed back to expose the imperialism of liberal democracies
765385479,Loaded_Language,7634,7678,division and degradation of “unworthy” lives
765385479,"Exaggeration,Minimisation",7610,7625,endless warfare
765385479,Loaded_Language,7793,7836,a vast tapestry of lies up on which we feed
765385479,Loaded_Language,7857,7953,"systematic brutality, the widespread atrocities, the ruthless suppression of independent thought"
765385479,"Whataboutism,Straw_Men,Red_Herring",7853,8050,"the systematic brutality, the widespread atrocities, the ruthless suppression of independent thought” of the Soviet Union were well known in the West while America’s imperial crimes “never happened"
765385479,Loaded_Language,8233,8248,fraudulent wars
765385479,Loaded_Language,8277,8307,bald-faced lies of governments
765385479,Flag-Waving,341,370,remarkable Australian citizen
765385479,Repetition,9397,9418,an Australian citizen
765385479,"Name_Calling,Labeling",9784,9804,pioneering feminists
765385479,Doubt,9119,9372,"until she was told she could not do this: that Assange had committed no crime: that WikiLeaks was a publisher, whose work was protected under Article 19 of the Universal Declaration of Human Rights, to which Australia was one of the original signatories"
765385479,Appeal_to_fear-prejudice,10444,10686,"Malcolm Turnbull can remain silent.
Or he can seize this opportunity and use his government’s diplomatic influence to defend the life of an Australian citizen, whose courageous public service is recognised by countless people across the world"
765385479,Flag-Waving,10562,10602,defend the life of an Australian citizen
765385479,"Exaggeration,Minimisation",10636,10686,is recognised by countless people across the world
765385479,Loaded_Language,564,592,gross miscarriage of justice
765385479,"Bandwagon,Reductio_ad_hitlerum",2120,2210,after the Vichy government that served and enabled the German occupation of wartime France
765385479,Loaded_Language,4265,4270,bitch
765385479,Loaded_Language,9856,9902,"warmongering, sycophantic, embarrassing speech"
765913191,Loaded_Language,361,370,hypocrisy
765913191,Repetition,3844,3864,law-abiding citizens
765913191,Slogans,5077,5119,"""Take the guns first and then due process"""
765913191,Flag-Waving,6575,6584,America’s
765913191,Loaded_Language,4502,4536,unconstitutional and unlawful laws
765913191,Slogans,601,612,#NeverAgain
765913191,Black-and-White_Fallacy,255,347,despite the fact that government has never been given authority to restrict or regulate arms
765913191,Loaded_Language,710,722,aggressively
765913191,Black-and-White_Fallacy,3587,3621,attacking the rights of the people
765913191,"Name_Calling,Labeling",4244,4252,geniuses
765913191,Black-and-White_Fallacy,5827,5905,We wouldn’t be doing our jobs as mayors if we weren’t focusing on gun violence
765913191,Repetition,6357,6376,gun violence crisis
765913191,Repetition,6957,6974,unlawful policies
765913191,"Exaggeration,Minimisation",6999,7038,nothing could be further from the truth
765913191,Black-and-White_Fallacy,6739,6882,"the Second Amendment recognizes the right to keep and bear arms is a right given to us by our Creator, not a permission we gain from government"
765913191,Repetition,777,787,consistent
765913191,Repetition,3422,3432,consistent
765913191,Repetition,6979,6989,consistent
765913191,Doubt,1461,1513,And just what kind of policies are we talking about?
765913191,Repetition,3730,3750,law-abiding citizens
765913191,Repetition,4891,4911,law-abiding citizens
765913191,Flag-Waving,5596,5599,our
765913191,Flag-Waving,5800,5803,our
765913191,Flag-Waving,6527,6530,our
765953146,Loaded_Language,2168,2186,extremely careless
765953146,Loaded_Language,787,816,Jim Comey and Jim Comey alone
765953146,Repetition,982,1011,Jim Comey and Jim Comey alone
765953146,Loaded_Language,1099,1110,devastating
765953146,Loaded_Language,2193,2209,gross negligence
765953146,Loaded_Language,5320,5335,deep state plot
765953146,Repetition,2497,2507,negligence
765982381,Loaded_Language,2063,2106,the victim of a scurrilous slander campaign
765982381,Loaded_Language,3369,3469,"the systematic brutality, the widespread atrocities, the ruthless suppression of independent thought"
765982381,Slogans,6856,6882,Long live the Fifth Estate
765982381,"Bandwagon,Reductio_ad_hitlerum",2851,2932,after the Vichy government that served ad enabled the German occupation of France
765982381,Doubt,4183,4248,ossified bureaucracies incapable of acting quickly and decisively
765982381,"Name_Calling,Labeling",4494,4523,Fourth Estate on Life Support
765982381,"Name_Calling,Labeling",5207,5240,Fourth Estate now on life support
765982381,Loaded_Language,5379,5391,Small wonder
765982381,"Name_Calling,Labeling",398,410,a show trial
765982381,"Exaggeration,Minimisation",416,448,generated worldwide condemnation
765982381,Repetition,955,963,a Church
765982381,Loaded_Language,1025,1044,unseemly sycophancy
765982381,Loaded_Language,1367,1376,cooped up
765982381,"Exaggeration,Minimisation",2200,2230,putting extraordinary pressure
765982381,Causal_Oversimplification,2422,2462,All for spreading unwelcome truth around
765982381,Loaded_Language,2324,2346,get their hands on him
765982381,Loaded_Language,2511,2530,unseemly sycophancy
765982381,"Name_Calling,Labeling",2588,2622,the noble profession of journalism
765982381,Loaded_Language,2626,2635,deafening
765982381,"Name_Calling,Labeling",2831,2848,Vichy journalists
765982381,"Exaggeration,Minimisation",2949,3043,No investigative journalism in my lifetime can equal the importance of what WikiLeaks has done
765982381,Loaded_Language,3095,3187,a one-way moral screen has been pushed back to expose the imperialism of liberal democracies
765982381,"Exaggeration,Minimisation",3207,3222,endless warfare
765982381,Loaded_Language,3309,3352,a vast tapestry of lies up on which we feed
765982381,"Whataboutism,Straw_Men,Red_Herring",3364,3566,"why ‘the systematic brutality, the widespread atrocities, the ruthless suppression of independent thought’ of the Soviet Union were well known in the West while America’s imperial crimes “never happened"
765982381,"Name_Calling,Labeling",3888,3916,frustrated FBI investigators
765982381,Loaded_Language,4110,4131,something devastating
765982381,"Exaggeration,Minimisation",4947,4995,a Fourth Estate more important far then they all
765982381,Repetition,5207,5220,Fourth Estate
765982381,Loaded_Language,5976,6023,the brutality of the celebrated “surge” in Iraq
765982381,"Name_Calling,Labeling",6039,6057,far more a patriot
765982381,"Name_Calling,Labeling",6063,6090,the “mainstream” journalist
765982381,Thought-terminating_Cliches,6197,6250,one bad day in a surge that was filled with such days
765982381,Loaded_Language,6262,6295,had the temerity to lavish praise
765982381,"Name_Calling,Labeling",6415,6438,patriotic truth-tellers
765982381,Doubt,770,1044,Do you want a Church that remains silent when she should speak … a Church that does not condemn the suppression of conscience and does not stand up for the just liberty of the people … a Church that locks herself up within the four walls of her temple in unseemly sycophancy
765982381,Doubt,1600,1817,"Where is the voice of conscience to condemn what is happening to Julian Assange, whose only “crime” is publishing documents exposing the criminal activities and corruption of governments and other Establishment elites"
765982381,Doubt,2492,2555,"One might ask, is “unseemly sycophancy” at work among the media"
766084411,Loaded_Language,2018,2024,absurd
766084411,Doubt,1793,1799,excuse
766084411,Doubt,3958,3991,some very good actors on the Left
766084411,"Name_Calling,Labeling",4170,4174,idol
766084411,Repetition,1914,1924,separating
766084411,Repetition,2131,2140,separated
766084411,Repetition,2437,2447,separating
766084411,Repetition,4062,4072,separating
766084411,Repetition,4529,4539,separating
766084411,Repetition,4688,4697,separated
766084411,Repetition,5224,5234,separation
766084411,Loaded_Language,4035,4040,cruel
766084411,Loaded_Language,4045,4056,insensitive
766632016,Doubt,114,247,"When he says that Muslims never killed Jews just for being Jews, he is lying, and relying on the historical ignorance of his audience"
766632016,Doubt,3742,3775,what the Jews call ‘the Holocaust
766632016,Doubt,3858,4015,"The Jews claim that it happened to them alone and that the number of Jews who died in that Holocaust was six million.
What we have here are historical errors"
766632016,Appeal_to_fear-prejudice,488,515,wholesale slaughter of Jews
766632016,Appeal_to_fear-prejudice,4525,4596,Inhuman and criminal annihilation runs in the veins of many in the West
766632016,"Exaggeration,Minimisation",3594,3609,crocodile tears
766632016,"Exaggeration,Minimisation",5319,5340,"No, it never happened"
766632016,Repetition,3475,3482,fashion
766632016,Repetition,3695,3702,fashion
766632016,Repetition,3655,3670,historical lies
766632016,Repetition,4062,4076,historical lie
766632016,Repetition,3796,3808,annihilation
766632016,Repetition,2663,2674,annihilated
766632016,Repetition,4196,4208,annihilation
766632016,Repetition,4238,4248,annihilate
766632016,Repetition,4253,4264,annihilated
766632016,Repetition,4332,4343,annihilated
766632016,Repetition,4431,4441,annihilate
766632016,Repetition,4546,4558,annihilation
766632016,Repetition,4641,4653,annihilation
766632016,Repetition,4718,4729,annihilated
766632016,Repetition,4777,4788,annihilated
766632016,Repetition,4859,4871,annihilation
766632016,Repetition,4894,4905,annihilated
766632016,Repetition,5133,5144,annihilated
766632016,Repetition,5569,5583,Final Solution
766632016,Repetition,5863,5872,The Nazis
766632016,"Whataboutism,Straw_Men,Red_Herring",3858,3903,The Jews claim that it happened to them alone
766632016,Loaded_Language,4972,4983,exceptional
766632016,Loaded_Language,1925,1969,groaned under the heavy yoke of the Almohads
766632016,Loaded_Language,455,470,massacring Jews
766632016,Loaded_Language,486,507,a wholesale slaughter
766632016,Loaded_Language,2640,2674,"banished, tortured and annihilated"
766632016,Loaded_Language,3586,3670,"to shed crocodile tears about their sorrows, their heresy, and their historical lies"
766632016,Loaded_Language,4626,4653,modern Western annihilation
766632016,Loaded_Language,3796,3808,annihilation
766632016,Loaded_Language,564,590,enraged by the humiliation
766632016,Loaded_Language,1679,1711,clinging to their [Jewish] faith
766632016,Loaded_Language,2584,2601,began “tormenting
766632016,Loaded_Language,3535,3553,the vogue today is
766632016,Loaded_Language,4332,4343,annihilated
766632016,Loaded_Language,4431,4441,annihilate
766632016,Loaded_Language,4525,4558,Inhuman and criminal annihilation
766632016,Loaded_Language,4718,4729,annihilated
766632016,Loaded_Language,4777,4788,annihilated
766632016,Loaded_Language,5109,5144,"banished, tortured, and annihilated"
766632016,Loaded_Language,5425,5456,tormenting and persecuting them
766632016,Appeal_to_Authority,2060,2180,"Don’t allow yourself to be deceived by the likes of Jihad Al-‘Ayesh.
Preorder The History of Jihad From Muhammad to ISIS"
766632016,Appeal_to_Authority,249,366,"In my new book The History of Jihad From Muhammad to ISIS , I detail many instances in which Muslims did exactly that"
766632016,Appeal_to_Authority,1294,1402,The twelfth-century Muslim historian Ibn Baydhaq detailed how the Almohads treated the Jews as they advanced
766632016,"Whataboutism,Straw_Men,Red_Herring",4756,4842,"It is said that they annihilated 50-100 hundred million, but nobody ever mentions this"
766632016,"Whataboutism,Straw_Men,Red_Herring",4091,4184,claiming that it happened to the Jews alone excludes the non-Jews who were tortured by Hitler
766632016,"Whataboutism,Straw_Men,Red_Herring",4462,4596,"Hitler was not the first in the West to perpetrate a genocide.
Inhuman and criminal annihilation runs in the veins of many in the West"
766632016,"Whataboutism,Straw_Men,Red_Herring",4655,4754,"When the Americans occupied the republics of the Indians, they annihilated millions of human beings"
766632016,"Whataboutism,Straw_Men,Red_Herring",5602,5736,"many of the terms used by the Zionist state constitute Nazi terms, ideas, and notions.
It is as if they are two faces of the same coin"
766632016,Causal_Oversimplification,5743,5861,"Since Germany and Europe did not want the Jews, the Nazis came up with the idea of sending the Jews to another country"
766942310,"Name_Calling,Labeling",545,564,‘little rocket man’
766942310,"Name_Calling,Labeling",569,577,‘dotard’
766942310,"Name_Calling,Labeling",1823,1829,chunky
766942310,Flag-Waving,2081,2090,Americans
766942310,Loaded_Language,4373,4388,terrible insult
766942310,Loaded_Language,1797,1806,love-fest
766942310,"Exaggeration,Minimisation",85,94,best-ever
766942310,"Name_Calling,Labeling",345,363,Great White Father
766942310,"Name_Calling,Labeling",374,384,delinquent
766942310,Loaded_Language,621,635,very expensive
766942310,Loaded_Language,1234,1242,to crush
766942310,"Name_Calling,Labeling",1385,1393,bogeyman
766942310,"Name_Calling,Labeling",1410,1426,America’s savior
766942310,"Exaggeration,Minimisation",1581,1611,had no stomach for an invasion
766942310,Loaded_Language,1439,1453,perfectly well
766942310,Loaded_Language,1724,1739,much ballyhooed
766942310,"Name_Calling,Labeling",1776,1785,delighted
766942310,Loaded_Language,1838,1849,was sold to
766942310,Loaded_Language,1932,1939,burnish
766942310,Loaded_Language,2061,2068,grandly
766942310,Slogans,2081,2125,Americans no longer have to fear North Korea
766942310,Doubt,2161,2165,Why?
766942310,"Exaggeration,Minimisation",2130,2159,can sleep peacefully at night
766942310,Appeal_to_fear-prejudice,2881,2899,a very real threat
766942310,Loaded_Language,3330,3348,highly provocative
766942310,"Exaggeration,Minimisation",3845,3862,fanatic’s fanatic
766942310,"Exaggeration,Minimisation",3864,3874,cheerfully
766942310,Loaded_Language,3888,3892,doom
766942310,Loaded_Language,3960,3976,huge humiliation
766942310,"Name_Calling,Labeling",4188,4205,America’s stooges
766942310,"Name_Calling,Labeling",757,775,schoolyard bullies
766942310,Loaded_Language,1712,1720,show-biz
767129999,Loaded_Language,1943,1951,horrible
767129999,"Whataboutism,Straw_Men,Red_Herring",1739,1805,“The Democrats want open borders and they don’t care about crime.”
767129999,Flag-Waving,1498,1513,American people
767129999,Slogans,2058,2094,"“We want children staying together,”"
767129999,Slogans,59,79,Illegals Have To Go!
767129999,Flag-Waving,2478,2499,America's tax dollars
767129999,Loaded_Language,2522,2531,worthless
769427494,Loaded_Language,8476,8487,raged about
769427494,"Name_Calling,Labeling",5083,5102,the House’s top cop
769427494,Loaded_Language,50,58,VANISHED
769427494,"Name_Calling,Labeling",62,91,Muslim Spy Ring Investigation
769427494,Loaded_Language,217,236,God knows what else
769427494,Flag-Waving,242,281,how deeply has America been compromised
769427494,Loaded_Language,1260,1268,VANISHED
769427494,Doubt,5221,5426,"Becerra — now California’s Democratic attorney general — failed to ensure that the Awans didn’t have access to House computer systems during the 2016 election, which was wrought with cybersecurity scandals"
769427494,Loaded_Language,6542,6575,numerous and egregious violations
769427494,Doubt,7254,7366,"He didn’t provide any support for his claim, which is contrary to evidence Kiko and Irving presented to Congress"
769427494,Loaded_Language,9281,9297,are playing dumb
769427494,Doubt,93,281,"Why was the ringleader of the widespread Muslim spy scandal just offered a plea deal?
Who has been exposed to blackmail and God knows what else?
And how deeply has America been compromised"
769427494,Doubt,5704,5794,It’s unclear why that request was not granted or why it was a request rather than an order
769682854,Slogans,253,279,“Make America Great Again”
769682854,"Exaggeration,Minimisation",224,235,all because
769682854,Slogans,1004,1026,I support my President
769682854,Loaded_Language,1579,1586,shocked
769682854,"Name_Calling,Labeling",1996,2016,scum bag of the year
769752554,Slogans,45,49,MAGA
769752554,Repetition,153,157,MAGA
769752554,Slogans,159,183,Make America Great Again
769752554,Loaded_Language,304,313,extremely
